GDP per capita growth (annual %),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Togo,,11.0467493518,2.8649673079,3.8526056254,12.2856532681,12.396486548,5.4507057466,0.9396513273,0.2128337837,6.0439356737,-1.3182206265,-3.1432549698,4.7366625887,1.4053617092,2.5573313052,0.2589245887,-4.085807968,4.7955310507,8.7037569768,-7.4040673719,11.4833725902,-6.2753150936,-6.8057113851,-8.7164752531,1.8867358692,2.0213261657,-1.695066882,-2.6400917475,3.4700025293,1.2017982649,-2.7303874982,-2.8790173139,-5.8606110381,-16.7278786352,12.5200009165,5.1351495358,5.6491214051,10.6796477639,-5.5743114334,-0.8363781985,-3.7381362184,-2.8671719569,1.5626757345,0.3296121818,0.7012936124,-1.0604177368,1.7593828631,0.0664930425,0.1812331696,1.0396773331,1.2052164637,
Tonga,,,,,,,,,,,,,,,,,,,,,,,4.4840814514,1.8812635448,1.6700853472,6.4280118518,1.9071248268,2.7096188021,-2.174127878,0.1107426417,-2.262343959,6.2418742508,0.1248647663,3.6131701302,4.7880070662,3.478300064,-0.290242358,-0.4987824344,2.2791874416,3.3859224623,2.8378799141,3.0326171057,3.1318861638,1.9719116704,0.3997272503,-1.5779840486,-0.5314439892,-1.6039489691,2.0325214489,-0.7220834477,-0.9394963482,
Trinidad and Tobago,,12.0289113715,1.4779720796,4.624196606,6.6146501868,-0.4890113628,2.5179997759,0.3175224675,3.3703809828,1.0782035576,2.1548043827,0.0046907356,4.9357556459,0.959832146,3.0493338885,0.5757845814,5.2793074313,7.8217783563,8.5533071656,2.0821964458,8.6441286955,2.7787281434,2.1372139931,-10.8425955252,-7.2884138458,-5.417433715,-4.2812951275,-5.2932299507,-4.4850366217,-1.3776468852,0.8773469216,1.9488419219,-2.4061369709,-2.2285247327,2.7842772405,3.2590399926,3.3397901992,2.1722846659,7.2699324311,3.9444685141,5.7078832696,3.7010510623,7.6307110021,14.0402297877,7.5248343916,5.4168187893,12.7686026682,4.384650677,1.9870272869,-3.8833717839,-0.2471775541,
Tunisia,,,3.0417419466,9.8574803398,2.7244326505,0.4051821196,1.2377992645,-1.942208051,8.1669462748,2.7058303045,2.7140680101,8.8374358542,15.8263284333,-2.3946922327,6.0089210784,4.9163826437,5.4094964085,0.823842846,3.628019622,3.7188795753,4.5867119738,2.7586391464,-3.0666331326,2.0143976981,3.6854735581,2.479115816,-4.5021312888,4.0338364725,-2.1294287922,0.4545161985,5.3590239728,1.8584818932,5.6254624365,0.2127002456,1.3291258151,0.7279836454,5.5924016026,4.0026442791,3.6348228895,4.6429560128,3.1262206634,3.656583734,0.5743780277,4.8500039487,4.9711558898,2.9984180293,4.6225464706,5.2493884546,3.4703866128,2.0039855254,2.6245634657,
Turkey,,-1.4128434563,2.9378991516,6.4078748071,2.9644969499,0.4718133123,8.7591075773,2.4919622845,4.5340303816,1.8951671864,1.0415004346,3.2903810459,5.0820764529,0.9980998521,3.289311504,4.858067952,8.1100150362,1.2303102228,-0.6372306406,-2.7585219285,-4.5985720414,2.4756108465,1.1690238942,2.5564504335,4.3400523546,2.0489782658,4.9014408255,7.4479953368,0.5018003911,-1.4484138008,7.3899474185,-0.9964303275,3.2668628146,5.8598256701,-6.2341250477,6.1310628702,5.6612714998,5.8764071012,0.7183850224,-4.8295893045,5.2050109184,-7.037323888,4.7018707265,3.8478558705,7.9046137149,6.9583573481,5.4690088857,3.2790107223,-0.6624530478,-6.0478801091,7.6484275975,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2707590108,-6.7080915048,-1.9354804314,-7.3361697616,-7.9742324328,-12.4787489319,-19.391876791,-9.2496165004,-8.4419597019,-12.6972120099,5.2603864407,15.0390154557,17.223175229,19.0952669665,14.5827148712,15.8952429177,15.9808060474,11.7845661995,10.1470464594,10.488545236,13.3111876514,4.7944152948,7.8500956763,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0143707865,2.2580204947,3.5985834119,9.8032885939,-5.4058963116,-6.3369138877,9.6008642115,15.0556610366,-1.9836627906,-1.4437890379,12.551483727,4.8866183635,-3.8056308655,-1.8857192136,-4.5745383926,6.1820574836,4.5566074114,1.0323594168,-0.7735497896,-2.0775204975,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,2.552902218,-3.4690167613,-6.4815009061,-3.0589536578,0.2759039216,4.3835364568,2.589690692,2.7968675936,2.0097253261,0.0265996865,4.8584221513,3.0763077353,8.109497003,5.808539124,2.0139984014,1.8410015708,4.8619612323,0.02978727,1.9374863196,5.3173331306,3.0873040919,3.3920688881,2.9307702465,7.2426540626,4.9476328817,5.2418406198,3.839575293,1.8581132776,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1125676987,3.3675110742,-6.5600065334,-8.6016935619,-9.9583784489,-14.2736859279,-22.5508483913,-11.5033196163,-9.1977649565,-2.1121664421,-1.0193098405,0.7454726938,6.9713694076,10.3035391525,6.2505586556,10.2913227483,12.9536558304,3.4553402335,8.0279046332,8.5458786443,2.8554181745,-14.4209287934,4.6141104401,
United Arab Emirates,,,,,,,,,,,,,,,,,-0.4254226141,4.6325065364,-13.9083366116,8.0107089602,13.0484032318,-2.6165877877,-11.9730323185,-9.4172649113,-1.0243750385,-8.59627237,-19.7071407315,-2.6155803102,-8.3287843526,5.8985636499,11.8242191085,-4.4828599248,-2.0059054419,-3.8745940131,1.5691971899,1.438348159,0.4338663768,2.4889654521,-4.9450696784,-2.1252945242,5.8663093093,-2.3339984806,-0.8790615674,4.1212613831,1.8662330278,-5.7430290672,-4.080475489,-10.970002584,-10.0374884633,-11.9917195175,-6.3074036808,
United Kingdom,,1.7964974634,0.4717002784,3.1811713351,4.3574787662,2.1307065981,1.4882579822,1.761456772,3.4798032027,1.6289892284,2.0473184913,1.5989984041,3.2159169475,6.921121253,-1.4221612647,-0.619271335,2.6693860165,2.4280872871,3.235758684,2.5956720592,-2.2041236266,-1.2508879877,2.2392024057,3.6557157107,2.5291338602,3.3888354546,3.7736699654,4.3400274456,4.7990306465,2.0155132964,0.4784700038,-1.6969358619,-0.1238212652,1.9774552687,4.0150931159,2.7800642252,2.6236810766,5.9341401573,3.5368504648,3.3106727051,4.0850896428,2.7746860729,2.2805398629,3.106725223,2.4366538841,1.4815654077,1.9783486871,2.8027881487,-1.758283266,-5.0192518231,1.4015554965,
United States,,0.6181211927,4.4806693542,2.9082719481,4.3405489632,5.0780976104,5.2771138584,1.3899512863,3.7588193676,2.0973697065,-0.9605592728,2.1581947128,4.3981723134,4.9050385906,-1.4241016427,-1.1752397001,4.421793944,3.5910177724,4.5131830973,2.01573319,-1.2395391768,1.5397991526,-2.91024754,3.5646473575,6.2707184751,3.1935321763,2.4757835157,2.24907656,3.1591183314,2.5915243357,0.711948804,-1.5851262423,1.9805626335,1.5249008071,2.8455786439,1.3350746786,2.5856104837,3.2550726025,3.2793636473,3.6722781991,3.0206072791,0.0977043192,0.8869310651,1.6253719914,2.6311867881,2.1135312764,1.6888680546,0.9768358947,-0.9617189734,-4.3422712184,2.14181228,
Uruguay,,1.1760052676,-2.7913143668,-1.0166266615,1.2781359511,-0.0470693851,1.9904424115,-4.6102647087,0.9828926588,5.0970019619,1.7961412373,-0.5512137493,-1.4300142059,0.2527019137,2.8239494198,5.8694880378,3.5253046358,0.9011550853,4.6852238293,5.4659900175,5.1280178088,0.8942086921,-10.3450177351,-10.8529713964,-1.7769087588,0.8165065573,8.1209549895,7.3199145461,0.8455251909,0.4509397919,-0.3804789676,2.8107294291,7.1541651123,1.9086098845,6.5000492066,-2.1526058377,5.181561044,7.8598722455,3.9571459866,-2.3877154571,-2.287299801,-4.0623761072,-7.7367551678,0.9574621418,5.0616460026,7.3303954273,3.8239829802,6.2389295303,6.8499922304,2.5973951652,8.0875976539,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5413356868,0.6586961636,-0.7583881424,-2.5912046583,-13.2576064152,-4.4951554097,-7.0428743799,-2.6745358789,-0.2267168999,3.235306545,2.6347386803,2.8081680328,2.7451775826,2.8893869294,2.7345679012,2.9956937518,6.4653475874,5.7609966752,5.9976631368,7.9533552925,7.2653420016,6.2916501603,6.7280537055,
Vanuatu,,,,,,,,,,,,,,,,,,,,,-13.7396773835,1.6136417814,8.0984755753,11.2550570964,7.1330105077,-1.2938391802,-2.3923440997,-5.0967850934,-3.9957985524,-0.9428887651,8.8238546061,0.29734918,-0.3674066242,-2.1402416777,6.1370008202,-1.3949255733,0.2316461556,3.0311457927,2.5283892728,-1.4882325339,3.7271871262,-5.764530056,-6.8603153146,0.9273163987,1.6429359199,2.4520245953,4.5915742091,3.8164579386,3.5360836433,0.9073849438,0.3817744775,
Venezuela,,-0.6259040101,4.5665914542,0.174001288,7.2459978882,0.6293647711,-1.8262132299,-0.4618122426,3.9339517855,-2.5103718717,4.2083730829,-1.8765476611,-2.1032937304,3.4906972681,-1.4131166256,-0.6377907037,3.9976400406,2.5838678994,-1.1472693094,-2.5469345968,-7.3999527153,-3.7796674734,-4.9844808999,-6.5287550612,-1.3689040801,-2.4861050751,3.7589476048,0.9925255648,3.2554950678,-10.7274415437,4.0129269682,7.3013460829,3.6886286178,-1.9180321916,-4.4397885383,1.7823679805,-2.233620537,4.2536130083,-1.6507405104,-7.7590956795,1.7932745025,1.4987794878,-10.5000042305,-9.3864870005,16.2357078936,8.4500182099,8.0267880159,6.964959748,3.5744143508,-4.7335232785,-3.0262138747,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,1.7315397135,0.4332024837,1.0655945246,2.6205992553,4.8599928854,3.1224958477,4.02938095,6.7291498726,6.2192882532,7.0256254395,7.7588146224,7.6044877589,6.4779929461,4.1533817019,3.2136789671,5.3646941968,5.5487339915,5.8447155383,6.1009943105,6.5066549537,7.1838182118,7.0343786644,7.2869305451,5.1851681883,4.2183864333,5.6741681403,
Virgin Islands (U.S.),,,,,,,,,,,,-0.5505355736,7.1234885697,-2.0395447209,-3.6606927787,-4.8447644783,-4.3579047265,2.1248105339,0.2198927739,8.8719992732,8.7110756742,1.9051581609,-8.5040614973,3.9549381179,-0.2555869068,-1.4725614086,2.4736865417,7.9344901484,3.0331481388,8.6995378962,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3664804549,-1.6062624029,7.7179253965,8.226904733,5.0529799386,-8.7825449292,-17.7019772217,-13.1571637982,2.4866784973,2.608137166,2.6475308735,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2753733529,2.8755761219,-1.0787472257,1.8551457796,1.3590962637,0.8916100902,1.8801559319,2.9000117058,0.810679702,3.098328804,0.718850193,0.8124478007,0.6066632618,0.8243191529,2.4083132736,0.0714931542,0.2358723375,0.5343596755,0.742531158,4.7612483293,
Zambia,,-1.5518398128,-5.3441942099,0.2085999472,8.8554245314,13.1348396663,-8.4234169993,4.6423482585,-1.8616352861,-3.5539255669,1.4422327128,-3.3557287826,5.5764642685,-4.2812415193,2.8704311332,-5.506498672,2.7454858732,-7.6540979946,-2.6807622662,-6.1408806909,-0.2827082823,2.7459310396,-5.934612955,-5.0912659642,-3.4722200642,-1.5267737935,-2.3431136376,-0.4011502721,3.1738354265,-3.8151555599,-3.1729143445,-2.6122934385,-4.1604882767,4.2027784982,-10.8763049766,-5.2929366964,4.1152905693,0.4889139621,-4.5340889574,-0.4795324309,0.9749846458,2.4078253751,0.9463552573,2.7479415695,2.9875323411,2.8605501164,3.6239154773,3.5043588102,2.9137618484,3.5251875137,5.9181961255,
Zimbabwe,,2.9087961661,-1.8473980024,2.7923808284,-4.3125138919,1.5283755326,-1.7254883885,4.9155621765,-1.2829443988,8.8072895896,18.5633608246,5.2971884444,4.6770067109,-0.8645899691,3.0604137756,-5.1505885015,-2.7494492343,-9.792044905,-5.8052475529,-0.1431712162,10.3793730315,8.3346322724,-1.3174005689,-2.3763618647,-5.6925353472,2.9325716538,-1.6107568123,-2.3989793723,3.962275441,1.9209959804,3.92260169,2.7922816828,-11.144124579,-1.0951238334,7.0893270785,-1.6833621551,8.4433116902,1.0220327646,1.4149594912,-1.9650821558,-3.866993867,0.9109362459,-9.13086847,-17.0290653172,-5.6947942891,-5.5071322334,-3.1453593943,-3.279635681,-17.4725531993,5.7936548112,8.1684011599,
